Type,BBox_left,BBox_top,BBox_right,BBox_bottom,Distance,Label Name,Width,Height,Diagonal,Aspect_Ratio,Box_Area,Box_Perimeter,Centroid_x,Centroid_y
Car,939.33,163.09,1129.18,222.88,19.02,000136.txt,189.85,59.78999999999999,199.04237388053832,3.175280147181804,11351.1315,499.28,1034.255,192.985
Car,863.55,164.04,1030.47,214.25,22.3,000136.txt,166.92000000000007,50.21000000000001,174.30814811706315,3.3244373630750856,8381.053200000006,434.26000000000016,947.01,189.145
Car,511.6,157.39,746.62,251.5,12.3,006750.txt,235.02,94.11,253.16218615741167,2.497290404845393,22117.7322,658.26,629.11,204.445
Car,196.77,146.21,472.07,251.61,11.47,006750.txt,275.29999999999995,105.4,294.78678735655706,2.6119544592030355,29016.619999999995,761.3999999999999,334.42,198.91000000000005
Car,0.0,149.16,86.36,257.35,10.14,006750.txt,86.36,108.19000000000004,138.4309419891377,0.7982253443016912,9343.288400000003,389.1,43.18,203.255
Car,348.02,181.41,494.37,306.97,11.36,004356.txt,146.35000000000002,125.56000000000004,192.8305891190504,1.1655782096208982,18375.70600000001,543.8200000000002,421.195,244.19
Car,446.87,183.44,532.45,252.16,18.82,004356.txt,85.58000000000004,68.72,109.75597842486762,1.2453434225844011,5881.057600000003,308.6000000000001,489.66,217.8
Car,411.68,193.66,453.77,233.86,32.82,000905.txt,42.089999999999975,40.20000000000002,58.20316228522295,1.0470149253731331,1692.0179999999998,164.57999999999998,432.725,213.76
Car,169.31,195.92,436.36,357.32,8.89,006509.txt,267.05,161.4,312.034713613726,1.6545848822800495,43101.87,856.9000000000001,302.83500000000004,276.62
Car,478.77,170.49,541.21,224.46,24.89,006509.txt,62.440000000000055,53.97,82.53189989331402,1.1569390402075237,3369.886800000003,232.8200000000001,509.99,197.475
Car,527.75,172.12,564.16,204.43,35.59,006509.txt,36.40999999999997,32.31,48.67878593391579,1.1268956979263376,1176.407099999999,137.43999999999994,545.9549999999999,188.275
Car,953.93,165.44,1241.0,374.0,5.7,002445.txt,287.07000000000005,208.56,354.8330008609684,1.376438434982739,59871.31920000001,991.26,1097.465,269.72
Car,917.88,181.82,1229.36,281.3,11.11,002445.txt,311.4799999999999,99.48000000000002,326.98021469195953,3.131081624447124,30986.0304,821.9199999999998,1073.62,231.56
Car,882.41,180.78,1170.94,261.5,13.34,002445.txt,288.5300000000001,80.72,299.6085434362646,3.5744549058473747,23290.141600000006,738.5000000000002,1026.675,221.14
Car,400.58,191.83,441.15,230.23,34.09,001001.txt,40.56999999999999,38.39999999999998,55.86130055772062,1.056510416666667,1557.8879999999988,157.93999999999994,420.865,211.03
Car,390.06,192.98,429.51,230.07,35.35,005851.txt,39.44999999999999,37.09,54.14767400359871,1.0636290105149633,1463.2004999999997,153.07999999999998,409.785,211.525
Car,0.0,220.83,288.01,374.0,1.97,005851.txt,288.01,153.17,326.20669674303133,1.880329046157864,44114.49169999999,882.3599999999999,144.005,297.415
Car,530.42,186.1,927.71,329.15,8.92,004231.txt,397.2900000000001,143.04999999999998,422.2589804847258,2.777280671094024,56832.3345,1080.68,729.065,257.625
Car,1091.87,191.05,1241.0,363.5,6.77,004231.txt,149.1300000000001,172.45,227.98850716647985,0.8647723977964634,25717.468500000017,643.1600000000002,1166.435,277.275
Car,534.9,186.36,567.67,220.11,38.99,002374.txt,32.76999999999998,33.75,47.04184732767197,0.9709629629629624,1105.9874999999993,133.03999999999996,551.285,203.235
Car,453.96,187.34,512.62,243.1,23.74,003578.txt,58.660000000000025,55.75999999999999,80.93314030729317,1.052008608321378,3270.881600000001,228.84000000000003,483.29,215.22
Car,474.39,187.54,520.84,227.84,31.11,003578.txt,46.450000000000045,40.30000000000001,61.49546731264024,1.152605459057073,1871.9350000000024,173.5000000000001,497.615,207.69
Car,547.13,186.07,758.41,374.0,7.44,001966.txt,211.28,187.93,282.76655265430526,1.124248390358112,39705.8504,798.42,652.77,280.035
Car,366.5,179.65,496.91,259.94,15.39,001966.txt,130.41000000000005,80.28999999999999,153.14454675240646,1.624237140366173,10470.6189,421.4,431.705,219.795
Car,702.28,175.33,773.89,221.51,24.61,001966.txt,71.61000000000001,46.17999999999998,85.20906348505422,1.550671286271114,3306.949799999999,235.58,738.085,198.42
Car,406.78,176.5,482.13,246.64,19.51,001324.txt,75.35000000000002,70.13999999999999,102.942906992177,1.0742800114057605,5285.049000000001,290.98,444.455,211.57
Car,436.52,177.89,481.38,211.8,33.88,001324.txt,44.860000000000014,33.910000000000025,56.23439961447088,1.32291359480979,1521.2026000000017,157.54000000000008,458.95,194.845
Car,275.05,179.5,461.66,317.96,10.87,003271.txt,186.61,138.45999999999998,232.3670882461628,1.3477538639318218,25838.0206,650.14,368.355,248.73
Car,465.84,182.44,532.29,238.12,21.5,003271.txt,66.44999999999999,55.68000000000001,86.69408803372926,1.1934267241379306,3699.936,244.26,499.065,210.28
Car,529.99,176.6,582.88,209.72,35.92,003271.txt,52.88999999999999,33.120000000000005,62.40421860739865,1.5969202898550718,1751.7167999999997,172.01999999999998,556.435,193.16
Car,0.0,199.17,340.42,374.0,5.54,006183.txt,340.42,174.83,382.6895677961447,1.94714865869702,59515.6286,1030.5,170.21,286.585
Car,350.23,178.55,513.96,290.87,11.87,006183.txt,163.73000000000002,112.32,198.55300375466496,1.4577101139601143,18390.1536,552.1,432.095,234.71
Car,0.0,205.07,376.98,374.0,6.77,005091.txt,376.98,168.93,413.09958278846034,2.231575208666312,63683.2314,1091.8200000000002,188.49,289.535
Car,377.0,184.87,521.37,285.85,13.18,005091.txt,144.37,100.98000000000002,176.18075178634018,1.429689047336106,14578.482600000005,490.7000000000001,449.185,235.36
Car,0.0,228.65,196.4,374.0,2.82,005293.txt,196.4,145.35,244.33498009904352,1.3512211902304785,28546.74,683.5,98.2,301.325
Car,198.22,192.8,431.05,343.15,9.41,005293.txt,232.83,150.34999999999997,277.1550674261613,1.5485866311938814,35005.99049999999,766.3599999999999,314.635,267.975
Car,418.82,180.28,534.24,260.04,16.01,005293.txt,115.42000000000002,79.76000000000002,140.29766213305197,1.4470912738214643,9205.899200000003,390.36000000000007,476.53,220.16000000000005
Car,691.43,182.13,834.56,311.59,11.02,004559.txt,143.13,129.45999999999998,192.992457106489,1.1055924609918122,18529.609799999995,545.18,762.9949999999999,246.86
Car,551.11,185.85,736.26,361.07,8.22,001206.txt,185.15,175.22,254.9167921106807,1.0566716128295854,32441.983,720.74,643.685,273.46
Car,0.0,186.52,223.59,374.0,2.5,001206.txt,223.59,187.48,291.7897162341401,1.1926072114358863,41918.6532,822.14,111.795,280.26
Car,394.24,179.82,507.47,251.17,17.06,001206.txt,113.23000000000002,71.35,133.8351799789577,1.5869656622284516,8078.960500000001,369.16,450.855,215.495
Car,697.37,176.79,763.13,219.89,26.23,001206.txt,65.75999999999999,43.1,78.62561669074525,1.525754060324826,2834.2559999999994,217.72,730.25,198.34
Car,140.34,193.92,406.72,337.66,9.62,000575.txt,266.38,143.74000000000004,302.6871189859258,1.8532071796298868,38289.46120000001,820.24,273.53,265.79
Car,445.35,182.01,507.86,228.64,23.62,000575.txt,62.50999999999999,46.63,77.98626161061958,1.3405532918721852,2914.841299999999,218.28,476.605,205.325
Car,543.58,177.62,586.56,214.01,30.01,000575.txt,42.97999999999991,36.38999999999999,56.31618328686694,1.1810937070623777,1564.042199999996,158.73999999999978,565.0699999999999,195.815
Car,469.26,175.15,541.73,239.43,24.62,000921.txt,72.47000000000003,64.28,96.87011561880168,1.1274113254511515,4658.371600000002,273.50000000000006,505.495,207.29
Car,464.56,184.51,696.05,283.93,12.25,007378.txt,231.48999999999995,99.42000000000002,251.936413604703,2.328404747535706,23014.7358,661.8199999999999,580.305,234.22
Car,364.46,169.87,610.41,274.65,14.32,007378.txt,245.95,104.77999999999996,267.3392056919448,2.34729910288223,25770.640999999992,701.4599999999999,487.435,222.26
Car,208.58,187.75,266.8,222.26,31.65,007378.txt,58.22,34.50999999999999,67.67945404626133,1.6870472326861785,2009.1721999999995,185.46,237.69,205.005
Car,956.63,187.75,1241.0,321.31,9.95,005593.txt,284.37,133.56,314.1728353947871,2.129155435759209,37980.4572,835.86,1098.815,254.53
Car,270.28,183.78,425.4,264.6,14.78,004933.txt,155.12,80.82000000000002,174.91165427152075,1.9193268992823556,12536.798400000003,471.88000000000005,347.84,224.19
Car,617.33,184.95,898.0,304.31,10.26,007108.txt,280.67,119.36,304.99583357809985,2.351457774798927,33500.7712,800.06,757.665,244.63
Car,522.94,167.04,791.62,281.89,12.97,007108.txt,268.67999999999995,114.85,292.1976469788899,2.339399216369177,30857.897999999997,767.06,657.28,224.465
Car,372.68,185.69,424.25,219.22,32.56,007108.txt,51.56999999999999,33.53,61.51199720379756,1.53802564867283,1729.1420999999998,170.2,398.465,202.455
Car,506.34,187.05,708.82,263.38,15.21,007108.txt,202.48000000000008,76.32999999999998,216.38950829464912,2.652692257303814,15455.298400000003,557.6200000000001,607.58,225.215
Car,161.05,190.96,434.77,360.9,7.91,005877.txt,273.72,169.93999999999997,322.18355327359586,1.6106861245145347,46515.97679999999,887.3199999999999,297.91,275.93
Car,504.96,173.03,584.53,245.58,17.47,005877.txt,79.57,72.55000000000001,107.67955887725395,1.0967608545830458,5772.8035,304.24,544.745,209.305
Car,501.42,171.3,564.78,223.8,23.41,005877.txt,63.35999999999996,52.5,82.2845040089566,1.206857142857142,3326.399999999998,231.7199999999999,533.1,197.55
Car,600.75,171.18,639.52,210.08,28.67,005877.txt,38.76999999999998,38.900000000000006,54.92106062340748,0.9966580976863748,1508.1529999999996,155.33999999999995,620.135,190.63
Car,295.36,183.1,393.89,242.07,19.29,005877.txt,98.52999999999996,58.97,114.82866279810104,1.6708495845345086,5810.314099999999,314.99999999999994,344.625,212.585
Car,451.86,173.71,500.67,205.28,36.4,005877.txt,48.81,31.569999999999997,58.129863237410085,1.5460880582831806,1540.9316999999996,160.76,476.265,189.495
Car,588.6,158.61,643.28,217.79,25.23,003793.txt,54.67999999999995,59.17999999999998,80.57403303794587,0.923960797566745,3235.962399999996,227.71999999999983,615.94,188.2
Car,157.18,189.97,432.47,360.57,7.87,002274.txt,275.29,170.6,323.86562661079057,1.613657678780774,46964.474,891.78,294.82500000000005,275.27
Car,506.83,172.66,585.5,244.4,17.65,002274.txt,78.67000000000002,71.74000000000001,106.46875832844114,1.096598829105102,5643.7858000000015,300.82000000000005,546.165,208.53
Car,502.71,171.04,565.31,222.93,23.67,002274.txt,62.599999999999966,51.890000000000015,81.31009838882251,1.206398149932549,3248.313999999999,228.98,534.01,196.985
Car,600.4,170.88,638.84,209.44,28.91,002274.txt,38.440000000000055,38.56,54.447288270399696,0.9968879668049806,1482.2464000000025,154.0000000000001,619.62,190.16
Car,372.83,179.95,443.15,224.43,24.83,002274.txt,70.32,44.48000000000002,83.20680741381682,1.5809352517985604,3127.833600000001,229.6,407.99,202.19
Car,470.47,175.29,527.4,209.79,31.75,005875.txt,56.92999999999995,34.5,66.56782180603474,1.6501449275362303,1964.0849999999984,182.8599999999999,498.935,192.54
Car,613.38,163.86,650.75,201.68,38.24,001487.txt,37.370000000000005,37.81999999999999,53.168311050850576,0.9881015335801168,1413.3334,150.38,632.065,182.77
Car,254.08,184.29,360.28,232.81,24.82,002162.txt,106.19999999999996,48.52000000000001,116.75885576691812,2.1887881286067588,5152.823999999999,309.43999999999994,307.18,208.55
Car,550.73,172.77,587.89,200.88,39.94,003079.txt,37.15999999999997,28.109999999999985,46.59439558573538,1.3219494841693342,1044.5675999999985,130.5399999999999,569.31,186.825
Car,119.23,190.35,289.37,260.99,18.12,003348.txt,170.14,70.64000000000001,184.2216849342118,2.40855039637599,12018.689600000002,481.56,204.3,225.67
Car,535.45,172.24,579.73,206.19,33.42,003853.txt,44.27999999999997,33.94999999999999,55.79714060774079,1.3042709867452131,1503.305999999999,156.45999999999992,557.59,189.215
Car,491.89,172.1,532.73,201.03,38.07,003853.txt,40.84000000000003,28.930000000000007,50.048481495446026,1.4116833736605607,1181.5012000000013,139.54000000000008,512.31,186.565
Car,312.94,184.4,533.14,276.59,13.25,006487.txt,220.2,92.18999999999996,238.7195762814604,2.388545395379109,20300.237999999998,624.78,423.04,230.495
Car,212.5,169.5,458.14,269.75,15.08,006487.txt,245.64,100.25,265.309389392837,2.450274314214464,24625.41,691.78,335.32,219.625
Car,0.0,188.39,72.59,225.66,29.13,006487.txt,72.59,37.27000000000001,81.5987806281442,1.9476790984706196,2705.4293000000007,219.72000000000003,36.295,207.025
Car,0.0,198.18,387.19,373.0,4.05,002437.txt,387.19,174.82,424.8271748605543,2.2147923578537925,67688.5558,1124.02,193.595,285.59000000000003
Car,400.23,184.37,508.16,262.46,14.98,002437.txt,107.93,78.08999999999997,133.2176152015941,1.3821231911896534,8428.253699999997,372.04,454.1950000000001,223.415
Car,581.18,176.79,627.03,218.61,28.66,002437.txt,45.85000000000002,41.82000000000002,62.057512840912366,1.09636537541846,1917.447000000002,175.3400000000001,604.105,197.7
Car,540.65,174.31,578.57,206.54,37.01,002437.txt,37.92000000000007,32.22999999999999,49.76644753244906,1.176543592925848,1222.161600000002,140.30000000000013,559.61,190.425
Car,173.41,191.3,444.92,358.32,8.01,005401.txt,271.51,167.01999999999998,318.7685061294481,1.6256136989582086,45347.60019999999,877.06,309.165,274.81
Car,489.8,173.94,577.73,254.1,16.03,005401.txt,87.93,80.16,118.98449688930066,1.096931137724551,7048.468800000001,336.18,533.765,214.02
Car,493.55,174.5,561.99,231.2,21.81,005401.txt,68.44,56.69999999999999,88.87588874379821,1.2070546737213406,3880.5479999999993,250.28,527.77,202.85
Car,599.65,174.19,641.9,216.56,26.41,005401.txt,42.25,42.370000000000005,59.83543598905251,0.9971678074109038,1790.1325000000002,169.24,620.775,195.375
Car,405.09,179.81,474.34,220.03,28.42,005401.txt,69.25,40.22,80.0825255595751,1.721780208851318,2785.235,218.94,439.715,199.92
Car,570.2,175.94,611.21,209.84,34.15,005401.txt,41.00999999999999,33.900000000000006,53.20742523370211,1.2097345132743358,1390.239,149.82,590.705,192.89
Car,286.89,185.04,461.33,298.57,10.84,005755.txt,174.44,113.53,208.13066688981704,1.536510173522417,19804.1732,575.94,374.11,241.805
Car,536.95,172.09,595.67,225.66,22.87,005755.txt,58.71999999999992,53.56999999999999,79.4844846495213,1.0961358969572508,3145.630399999995,224.5799999999998,566.31,198.875
Car,519.09,169.94,564.87,208.45,31.27,005755.txt,45.77999999999997,38.50999999999999,59.82331067401734,1.1887821345105165,1762.9877999999983,168.57999999999993,541.98,189.195
Car,436.54,176.14,481.78,205.76,35.76,005755.txt,45.23999999999995,29.620000000000005,54.07404183154794,1.5273463875759603,1340.0087999999987,149.7199999999999,459.16,190.95
Car,589.71,170.52,620.7,201.6,35.6,005755.txt,30.99000000000001,31.079999999999984,43.89016404617325,0.997104247104248,963.1691999999998,124.14,605.205,186.06
Car,347.76,179.71,414.75,228.36,23.71,003077.txt,66.99000000000001,48.650000000000006,82.79180273432873,1.376978417266187,3259.0635000000007,231.28000000000003,381.255,204.03500000000005
Car,0.0,195.4,416.43,373.0,4.91,003732.txt,416.43,177.6,452.7203385093274,2.3447635135135134,73957.968,1188.06,208.215,284.2
Car,414.51,184.13,523.92,263.62,14.72,003732.txt,109.40999999999995,79.49000000000001,135.23759906179936,1.3763995471128438,8697.0009,377.8,469.215,223.875
Car,584.51,175.7,641.78,227.93,23.38,003732.txt,57.26999999999998,52.23000000000002,77.5101657848827,1.0964962665134972,2991.2121,219.0,613.145,201.815
Car,532.94,173.85,581.36,215.61,28.97,003732.txt,48.41999999999996,41.76000000000002,63.94055051373891,1.1594827586206882,2022.0191999999995,180.36,557.1500000000001,194.73
Car,0.0,197.27,244.21,360.12,8.35,003732.txt,244.21,162.85,293.5279315499634,1.4996008596868284,39769.5985,814.12,122.105,278.695
Car,466.07,171.36,515.18,206.0,37.06,003732.txt,49.10999999999996,34.639999999999986,60.09760144964185,1.417725173210161,1701.170399999998,167.4999999999999,490.625,188.68
Car,344.44,184.74,483.51,278.63,12.75,001164.txt,139.07,93.89,167.7968921047109,1.481201405900522,13057.282299999995,465.92,413.975,231.685
Car,552.47,172.23,605.53,220.66,25.07,001164.txt,53.059999999999945,48.43000000000001,71.83890658967462,1.0956018996489767,2569.6957999999977,202.9799999999999,579.0,196.445
Car,531.19,171.18,572.4,206.07,34.33,001164.txt,41.20999999999992,34.889999999999986,53.996075783338114,1.1811407280022912,1437.8168999999968,152.19999999999982,551.7950000000001,188.625
Car,593.83,171.59,622.67,200.51,38.18,001164.txt,28.83999999999992,28.919999999999987,40.84252685620706,0.9972337482710902,834.0527999999973,115.5199999999998,608.25,186.05
Car,571.86,149.26,623.31,204.1,27.04,005994.txt,51.44999999999993,54.84,75.19659633254682,0.9381838074398235,2821.5179999999964,212.57999999999987,597.585,176.68
Car,879.1,182.17,1086.75,274.09,13.28,007305.txt,207.65,91.92,227.08546606949548,2.259029590948651,19087.187999999995,599.1399999999999,982.925,228.13
Car,567.76,164.57,608.1,205.64,35.39,005037.txt,40.34000000000003,41.06999999999999,57.567877327551365,0.9822254687119562,1656.763800000001,162.82000000000005,587.9300000000001,185.105
Car,157.92,191.43,424.09,355.2,8.16,002214.txt,266.17,163.76999999999998,312.5173303994516,1.6252671429443732,43590.66089999999,859.8799999999999,291.005,273.315
Car,515.26,171.62,585.34,235.52,19.54,002214.txt,70.08000000000004,63.900000000000006,94.83889708342252,1.0967136150234746,4478.112000000003,267.9600000000001,550.3,203.57
Car,502.3,169.25,557.24,214.78,26.73,002214.txt,54.94,45.53,71.3539382234786,1.2066769163189106,2501.4182,200.94,529.77,192.015
Car,0.0,195.81,183.74,332.01,9.42,002214.txt,183.74,136.2,228.71560419000716,1.3490455212922174,25025.388,639.88,91.87,263.91
Car,587.26,169.62,622.36,204.83,31.56,002214.txt,35.10000000000002,35.21000000000001,49.716738629962464,0.9968758875319516,1235.871000000001,140.62000000000006,604.81,187.225
Car,301.84,186.27,467.5,295.77,11.22,006015.txt,165.66000000000005,109.49999999999996,198.5786635064301,1.5128767123287676,18139.77,550.3199999999999,384.67,241.02
Car,540.75,172.14,597.95,224.32,23.42,006015.txt,57.200000000000045,52.18000000000001,77.42475314781447,1.0962054426983523,2984.696000000002,218.7600000000001,569.35,198.23
Car,522.17,170.2,566.65,207.7,32.07,006015.txt,44.48000000000002,37.5,58.17834992503656,1.186133333333334,1668.000000000001,163.96000000000004,544.41,188.95
Car,590.48,170.89,620.89,201.4,36.25,006015.txt,30.409999999999968,30.51000000000002,43.07700314552997,0.9967223861029154,927.8090999999996,121.83999999999996,605.685,186.145
Car,539.8,184.59,791.54,292.9,11.27,007060.txt,251.74,108.30999999999996,274.05124283607984,2.324254454805651,27265.9594,720.0999999999999,665.67,238.745
Car,440.45,168.6,695.64,278.25,13.65,007060.txt,255.19,109.65,277.7499929792979,2.327314181486548,27981.5835,729.6800000000001,568.045,223.425
Car,295.85,186.38,349.84,220.03,32.39,007060.txt,53.98999999999995,33.650000000000006,63.61794243764879,1.6044576523031189,1816.7634999999989,175.27999999999992,322.845,203.205
Car,434.19,187.61,627.2,260.38,16.05,007060.txt,193.01000000000005,72.76999999999998,206.272472715096,2.6523292565617718,14045.3377,531.5600000000001,530.695,223.995
Car,462.47,174.59,549.96,238.14,18.78,000793.txt,87.49000000000001,63.54999999999998,108.13465032079218,1.376711250983478,5559.989499999999,302.08,506.215,206.365
Car,523.4,175.6,568.46,212.46,29.4,000793.txt,45.06000000000006,36.860000000000014,58.21566112310335,1.222463374932177,1660.9116000000029,163.84000000000017,545.9300000000001,194.03
Car,601.71,169.27,640.76,204.87,33.28,000793.txt,39.04999999999996,35.599999999999994,52.84186313899233,1.0969101123595495,1390.1799999999982,149.2999999999999,621.235,187.07
Car,631.16,158.75,667.62,195.64,39.14,003324.txt,36.46000000000004,36.88999999999999,51.86717362648559,0.9883437245866102,1345.0094000000008,146.70000000000005,649.39,177.195
Car,581.94,155.52,635.25,212.46,26.14,000889.txt,53.309999999999945,56.94,78.0007673039182,0.9362486828240244,3035.4713999999967,220.4999999999999,608.595,183.99
Car,125.17,187.93,424.09,365.94,7.56,003303.txt,298.92,178.01,347.90907792122925,1.6792315038480985,53210.74919999999,953.86,274.63,276.935
Car,508.42,168.89,586.08,239.7,17.85,003303.txt,77.66000000000003,70.81,105.09582151541518,1.096737748905522,5499.104600000002,296.94000000000005,547.25,204.295
Car,501.21,167.33,561.93,217.52,24.41,003303.txt,60.71999999999997,50.19,78.77788077880743,1.209802749551703,3047.5367999999985,221.81999999999996,531.5699999999999,192.425
Car,595.82,168.13,633.29,205.7,29.64,003303.txt,37.46999999999992,37.56999999999999,53.06133997554145,0.9973383018365696,1407.7478999999964,150.0799999999998,614.5550000000001,186.915
Car,975.65,170.06,1223.0,337.28,6.45,001570.txt,247.35,167.21999999999997,298.57084737127303,1.4791890922138504,41361.867,829.14,1099.325,253.67
Car,713.78,168.52,850.33,211.11,25.09,001570.txt,136.55000000000007,42.59,143.03779430626025,3.206151678797841,5815.664500000004,358.28000000000014,782.0550000000001,189.815
Car,133.94,191.02,437.08,373.0,7.41,001500.txt,303.14,181.98,353.5683526561731,1.6657874491702385,55165.4172,970.24,285.51,282.01
Car,479.03,170.13,574.29,256.36,15.05,001500.txt,95.26,86.23000000000002,128.49155808845964,1.1047199350574042,8214.269800000002,362.98,526.66,213.245
Car,599.55,169.87,644.12,214.58,25.09,001500.txt,44.57000000000005,44.71000000000001,63.130571041295084,0.9968687094609716,1992.7247000000025,178.56000000000012,621.835,192.225
Car,571.38,171.36,612.74,205.91,33.57,001500.txt,41.360000000000014,34.54999999999998,53.892041156371135,1.1971056439942125,1428.9879999999998,151.82,592.06,188.635
Car,180.85,194.09,446.71,359.56,8.12,007454.txt,265.86,165.47,313.1483043224089,1.6066960778388832,43991.8542,862.6600000000001,313.78,276.825
Car,491.84,174.44,578.24,253.19,16.27,007454.txt,86.40000000000003,78.75,116.9039028433183,1.0971428571428576,6804.000000000003,330.30000000000007,535.04,213.815
Car,494.58,174.55,562.32,230.7,22.01,007454.txt,67.74000000000007,56.14999999999998,87.98596535811838,1.2064113980409634,3803.6010000000015,247.7800000000001,528.45,202.625
Car,599.62,173.93,641.41,215.83,26.69,007454.txt,41.78999999999997,41.900000000000006,59.177817634650886,0.9973747016706432,1751.0009999999986,167.37999999999994,620.515,194.88
Car,432.32,178.47,490.52,213.56,32.17,007454.txt,58.19999999999999,35.09,67.95990067679615,1.6585921915075514,2042.238,186.58,461.42,196.015
Car,572.09,176.02,612.87,209.88,34.19,007454.txt,40.77999999999997,33.859999999999985,53.00479223617424,1.204370939161252,1380.8107999999984,149.27999999999992,592.48,192.95
Car,848.06,166.46,1169.62,266.92,10.37,000460.txt,321.55999999999995,100.46,336.887288569931,3.200875970535536,32303.9176,844.04,1008.84,216.69
Car,204.33,189.94,433.44,334.99,8.97,005089.txt,229.11,145.05,271.1658064727188,1.5795243019648395,33232.4055,748.3199999999999,318.885,262.46500000000003
Car,521.62,171.86,587.7,232.13,20.58,005089.txt,66.08000000000004,60.26999999999998,89.43734846248519,1.0963995354239269,3982.641600000001,252.70000000000005,554.6600000000001,201.995
Car,507.12,171.71,558.93,214.87,28.1,005089.txt,51.809999999999945,43.16,67.4319041700588,1.2004170528266902,2236.1195999999973,189.93999999999988,533.025,193.29
Car,244.23,186.93,360.22,251.13,17.81,005089.txt,115.99000000000004,64.19999999999999,132.57194311014683,1.8066978193146424,7446.558000000001,360.38000000000005,302.225,219.03
Car,586.85,169.94,620.59,203.78,32.8,005089.txt,33.74000000000001,33.84,47.78632858883387,0.9970449172576834,1141.7616000000005,135.16000000000005,603.72,186.86
Car,519.23,170.38,571.76,210.48,28.6,003780.txt,52.52999999999997,40.1,66.0863896729122,1.309975062344139,2106.4529999999986,185.25999999999996,545.495,190.43
Car,551.31,170.56,584.58,197.75,39.26,003780.txt,33.270000000000095,27.19,42.96730152104046,1.223611621919827,904.6113000000024,120.9200000000002,567.9449999999999,184.155
Car,281.72,176.3,418.64,253.25,15.53,003780.txt,136.91999999999996,76.94999999999999,157.06173595118574,1.7793372319688106,10535.993999999995,427.7399999999999,350.18,214.775
Car,407.94,180.54,536.46,269.67,14.01,007241.txt,128.52000000000004,89.13000000000002,156.40187754627505,1.4419387411645912,11454.987600000006,435.3000000000001,472.2000000000001,225.105
Car,502.58,177.06,562.24,222.44,24.17,007241.txt,59.660000000000025,45.38,74.95772141680938,1.3146760687527552,2707.370800000001,210.08000000000004,532.41,199.75
Car,600.26,171.1,642.82,209.9,30.71,007241.txt,42.56000000000006,38.80000000000001,57.59161050014148,1.0969072164948466,1651.3280000000027,162.72000000000014,621.54,190.5
Car,562.61,168.03,595.9,197.98,39.7,007241.txt,33.289999999999964,29.94999999999999,44.77975658710079,1.11151919866444,997.0354999999984,126.4799999999999,579.255,183.005
Car,150.71,192.99,428.64,367.23,7.8,001240.txt,277.92999999999995,174.24,328.0314962012032,1.5950987144168958,48426.5232,904.34,289.67499999999995,280.11
Car,508.94,172.13,587.23,243.52,17.72,001240.txt,78.29000000000002,71.39000000000001,105.95214108266056,1.0966521921837793,5589.1231000000025,299.36000000000007,548.085,207.825
Car,503.37,170.83,564.91,221.8,24.07,001240.txt,61.53999999999997,50.97,79.90689895121695,1.2073768883657046,3136.693799999998,225.01999999999992,534.14,196.315
Car,599.3,170.11,637.27,208.19,29.26,001240.txt,37.97000000000003,38.079999999999984,53.77552696162076,0.9971113445378162,1445.8976000000005,152.10000000000002,618.285,189.15
